`-179,-89,-1971
-179,-88,-2256
-179,-87,-2755
-179,-86,-2868
-179,-85,-3142
-179,-84,-4721
-179,-83,-3654
-179,-82,-3295
-179,-81,-3220
-179,-80,-3365
-179,-79,-3718
-179,-78,-4421
-179,-77,-4850
-179,-76,-4859
-179,-75,-4848
-179,-74,-4839
-179,-73,-4851
-179,-72,-4854
-179,-71,-4794
-179,-70,-4817
-179,-69,-4832
-179,-68,-4825
-179,-67,-4842
-179,-66,-4856
-179,-65,-4842
-179,-64,-4832
-179,-63,-4828
-179,-62,-4789
-179,-61,-4775
-179,-60,-4784
-179,-59,-4728
-179,-58,-4693
-179,-57,-4717
-179,-56,-4714
-179,-55,-4637
-179,-54,-4656
-179,-53,-4642
-179,-52,-4597
-179,-51,-4545
-179,-50,-4555
-179,-49,-4490
-179,-48,-4469
-179,-47,-4404
-179,-46,-4358
-179,-45,-5172
-179,-44,-4159
-179,-43,-4135
-179,-42,-4026
-179,-41,-3946
-179,-40,-3907
-179,-39,-3353
-179,-38,-3141
-179,-37,-2940
-179,-36,-3213
-179,-35,-2536
-179,-34,-2315
-179,-33,-2471
-179,-32,-2057
-179,-31,-2452
-179,-30,-2563
-179,-29,-2638
-179,-28,-2457
-179,-27,-1925
-179,-26,-2075
-179,-25,-2572
-179,-24,-2003
-179,-23,-1855
-179,-22,-2076
-179,-21,-2048
-179,-20,-2164
-179,-19,-1975
-179,-18,-2134
-179,-17,-2020
-179,-16,-1819
-179,-15,-1596
-179,-14,-1597
-179,-13,-1364
-179,-12,-1296
-179,-11,-1530
-179,-10,-1500
-179,-9,-2274
-179,-8,-1398
-179,-7,-1261
-179,-6,-1396
-179,-5,-1320
-179,-4,-1252
-179,-3,-1403
-179,-2,-1426
-179,-1,-1366
-179,0,-1262
-179,1,-1495
-179,2,-1140
-179,3,-1219
-179,4,-1149
-179,5,-1165
-179,6,-2329
-179,7,-989
-179,8,-1111
-179,9,-761
-179,10,-740
-179,11,-814
-179,12,-783
-179,13,-521
-179,14,-740
-179,15,-182
-179,16,-187
-179,17,-111
-179,18,315
-179,19,370
-179,20,144
-179,21,552
-179,22,1229
-179,23,1830
-179,24,778
-179,25,816
-179,26,886
-179,27,1388
-179,28,1424
-179,29,1673
-179,30,888
-179,31,1546
-179,32,1424
-179,33,1519
-179,34,1546
-179,35,1769
-179,36,1580
-179,37,1206
-179,38,1047
-179,39,1013
-179,40,834
-179,41,1032
-179,42,1313
-179,43,1278
-179,44,1614
-179,45,1449
-179,46,1339
-179,47,1
-179,48,1301
-179,49,1338
-179,50,1429
-179,51,1326
-179,52,1233
-179,53,1286
-179,54,1483
-179,55,1083
-179,56,1774
-179,57,1793
-179,58,1539
-179,59,1877
-179,60,1731
-179,61,1428
-179,62,1331
-179,63,820
-179,64,1449
-179,65,1564
-179,66,1273
-179,67,1242
-179,68,1328
-179,69,1439
-179,70,1387
-179,71,1474
-179,72,607
-179,73,1289
-179,74,1488
-179,75,1549
-179,76,1589
-179,77,1610
-179,78,1652
-179,79,2122
-179,80,1593
-179,81,1716
-179,82,2023
-179,83,2256
-179,84,1825
-179,85,1989
-179,86,3775
-179,87,4658
-179,88,4687
-179,89,4397
-179,90,4016
-178,-89,-1974
-178,-88,-2339
-178,-87,-2485
-178,-86,-2893
-178,-85,-3174
-178,-84,-4946
-178,-83,-3677
-178,-82,-3285
-178,-81,-3221
-178,-80,-3436
-178,-79,-3693
-178,-78,-4457
-178,-77,-4827
-178,-76,-4856
-178,-75,-4823
-178,-74,-4822
-178,-73,-4762
-178,-72,-4822
-178,-71,-4759
-178,-70,-4785
-178,-69,-4821
-178,-68,-4799
-178,-67,-4818
-178,-66,-4802
-178,-65,-4816
-178,-64,-4817
-178,-63,-4795
-178,-62,-4781
-178,-61,-4766
-178,-60,-4774
-178,-59,-4706
-178,-58,-4642
-178,-57,-4660
-178,-56,-4730
-178,-55,-4678
-178,-54,-4634
-178,-53,-4621
-178,-52,-4583
-178,-51,-4519
-178,-50,-4525
-178,-49,-4516
-178,-48,-4438
-178,-47,-4408
-178,-46,-4327
-178,-45,-4256
-178,-44,-4117
-178,-43,-4001
-178,-42,-3977
-178,-41,-3852
-178,-40,-3444
-178,-39,-3705
-178,-38,-3075
-178,-37,-2586
-178,-36,-2537
-178,-35,-2458
-178,-34,-2274
-178,-33,-2573
-178,-32,-2237
-178,-31,-2505
-178,-30,-2745
-178,-29,-2575
-178,-28,-2306
-178,-27,-2483
-178,-26,-1992
-178,-25,-2094
-178,-24,-2086
-178,-23,-2068
-178,-22,-2290
-178,-21,-1868
-178,-20,-1963
-178,-19,-2110
-178,-18,-2008
-178,-17,-1976
-178,-16,-1973
-178,-15,-1659
-178,-14,-3142
-178,-13,-1714
-178,-12,-1372
-178,-11,-1442
-178,-10,-1350
-178,-9,-1408
-178,-8,-1387
-178,-7,-1063
-178,-6,-1342
-178,-5,-1249
-178,-4,-1132
-178,-3,-2260
-178,-2,-1902
-178,-1,-1220
-178,0,-1099
-178,1,-1168
-178,2,-1331
-178,3,-1295
-178,4,-1136
-178,5,-1084
-178,6,-965
-178,7,-970
-178,8,-900
-178,9,-808
-178,10,-2040
-178,11,-391
-178,12,-747
-178,13,-351
-178,14,-596
-178,15,-285
-178,16,-133
-178,17,-50
-178,18,510
-178,19,379
-178,20,308
-178,21,416
-178,22,992
-178,23,1817
-178,24,821
-178,25,940
-178,26,880
-178,27,1119
-178,28,1331
-178,29,1277
-178,30,324
-178,31,1800
-178,32,1460
-178,33,1391
-178,34,1450
-178,35,1668
-178,36,1142
-178,37,610
-178,38,900
-178,39,808
-178,40,907
-178,41,1286
-178,42,1489
-178,43,1813
-178,44,1465
-178,45,1068
-178,46,1396
-178,47,1645
-178,48,1161
-178,49,1428
-178,50,835
-178,51,1121
-178,52,1434
-178,53,2196
-178,54,1545
-178,55,1573
-178,56,1647
-178,57,1332
-178,58,1251
-178,59,1217
-178,60,1396
-178,61,1246
-178,62,1244
-178,63,1346
-178,64,1272
-178,65,1458
-178,66,1269
-178,67,1236
-178,68,1359
-178,69,1067
-178,70,1360
-178,71,1303
-178,72,608
-178,73,977
-178,74,1470
-178,75,1599
-178,76,1606
-178,77,1592
-178,78,1593
-178,79,1859
-178,80,1606
-178,81,1753
-178,82,2014
-178,83,2289
-178,84,1891
-178,85,1917
-178,86,3782
-178,87,4592
-178,88,4684
-178,89,4376
-178,90,4016
-177,-89,-1960
-177,-88,-2336
-177,-87,-2635
-177,-86,-2942
-177,-85,-3204
-177,-84,-4977
-177,-83,-3672
-177,-82,-3277
-177,-81,-3213
-177,-80,-3691
-177,-79,-3693
-177,-78,-4429
-177,-77,-4829
-177,-76,-4837
-177,-75,-4822
-177,-74,-4817
-177,-73,-4756
-177,-72,-4809
-177,-71,-4776
-177,-70,-4763
-177,-69,-4807
-177,-68,-4803
-177,-67,-4801
-177,-66,-4822
-177,-65,-4796
-177,-64,-4782
-177,-63,-4756
-177,-62,-4767
-177,-61,-4754
-177,-60,-4770
-177,-59,-4689
-177,-58,-4680
-177,-57,-4651
-177,-56,-4664
-177,-55,-4627
-177,-54,-4593
-177,-53,-4509
-177,-52,-4552
-177,-51,-4512
-177,-50,-4539
-177,-49,-4475
-177,-48,-4445
-177,-47,-4327
-177,-46,-4301
-177,-45,-4239
-177,-44,-4241
-177,-43,-4136
-177,-42,-3911
-177,-41,-3851
-177,-40,-3740
-177,-39,-3612
-177,-38,-3892
-177,-37,-2380
-177,-36,-2507
-177,-35,-2481
-177,-34,-2360
-177,-33,-2242
-177,-32,-2157
-177,-31,-2437
-177,-30,-2362
-177,-29,-2640
-177,-28,-2508
-177,-27,-1789
-177,-26,-2011
-177,-25,-2448
-177,-24,-2157
-177,-23,-2724
-177,-22,-2375
-177,-21,-1951
-177,-20,-2125
-177,-19,-2079
-177,-18,-2140
-177,-17,-1926
-177,-16,-1926
-177,-15,-1715
-177,-14,-1219
-177,-13,-2149
-177,-12,-1279
-177,-11,-1349
-177,-10,-1184
-177,-9,-1236
-177,-8,-1082
-177,-7,-1236
-177,-6,-1236
-177,-5,-1208
-177,-4,-1262
-177,-3,-1261
-177,-2,-1247
-177,-1,-1094
-177,0,-1380
-177,1,-1295
-177,2,-1289
-177,3,-1091
-177,4,-1082
-177,5,-946
-177,6,-2454
-177,7,-880
-177,8,-955
-177,9,-654
-177,10,-536
-177,11,-1092
-177,12,-1092
-177,13,-502
-177,14,-383
-177,15,-224
-177,16,-196
-177,17,-4
-177,18,514
-177,19,428
-177,20,339
-177,21,907
-177,22,817
-177,23,1038
-177,24,851
-177,25,817
-177,26,898
-177,27,1332
-177,28,1283
-177,29,1186
-177,30,1569
-177,31,1532
-177,32,1482
-177,33,1555
-177,34,1647
-177,35,1201
-177,36,1006
-177,37,829
-177,38,846
-177,39,803
-177,40,846
-177,41,1277
-177,42,1511
-177,43,-553
-177,44,1399
-177,45,1467
-177,46,1400
-177,47,1189
-177,48,1076
-177,49,1328
-177,50,-285
-177,51,754
-177,52,1368
-177,53,1487
-177,54,1252
-177,55,1575
-177,56,1301
-177,57,861
-177,58,1172
-177,59,1168
-177,60,1529
-177,61,1283
-177,62,1291
-177,63,1245
-177,64,1314
-177,65,1256
-177,66,1302
-177,67,1180
-177,68,1229
-177,69,1254
-177,70,1297
-177,71,1250
-177,72,591
-177,73,1188
-177,74,1496
-177,75,1700
-177,76,1712
-177,77,1577
-177,78,1593
-177,79,1778
-177,80,1650
-177,81,1776
-177,82,2004
-177,83,2316
-177,84,2051
-177,85,2016
-177,86,3759
-177,87,4511
-177,88,4680
-177,89,4357
-177,90,4000
-176,-89,-1986
-176,-88,-2339
-176,-87,-2467
-176,-86,-2957
-176,-85,-3215
-176,-84,-4957
-176,-83,-3705
-176,-82,-3268
-176,-81,-3187
-176,-80,-3403
-176,-79,-3788
-176,-78,-4434
-176,-77,-4810
-176,-76,-4829
-176,-75,-4833
-176,-74,-4804
-176,-73,-4744
-176,-72,-4764
-176,-71,-4787
-176,-70,-4740
-176,-69,-4773
-176,-68,-4796
-176,-67,-4786
-176,-66,-4788
-176,-65,-4737
-176,-64,-4761
-176,-63,-4734
-176,-62,-4702
-176,-61,-4730
-176,-60,-4729
-176,-59,-4682
-176,-58,-4676
-176,-57,-4666
-176,-56,-4623
-176,-55,-4598
-176,-54,-4603
-176,-53,-4541
-176,-52,-4525
-176,-51,-4457
-176,-50,-4461
-176,-49,-4361
-176,-48,-4373
-176,-47,-4232
-176,-46,-4264
-176,-45,-4201
-176,-44,-4226
-176,-43,-4033
-176,-42,-3919
-176,-41,-3841
-176,-40,-3820
-176,-39,-3806
-176,-38,-2903
-176,-37,-2441
-176,-36,-2492
-176,-35,-2378
-176,-34,-2960
-176,-33,-2192
-176,-32,-2158
-176,-31,-2127
-176,-30,-2518
-176,-29,-2658
-176,-28,-2696
-176,-27,-2123
-176,-26,-2400
-176,-25,-2465
-176,-24,-2297
-176,-23,-2152
-176,-22,-1864
-176,-21,-1902
-176,-20,-1987
-176,-19,-1988
-176,-18,-2101
-176,-17,-2049
-176,-16,-1435
-176,-15,-2184
-176,-14,-1524
-176,-13,-1408
-176,-12,-1411
-176,-11,-1185
-176,-10,-1359
-176,-9,-1117
-176,-8,-1234
-176,-7,-1224
-176,-6,-1175
-176,-5,-1299
-176,-4,-1292
-176,-3,-1326
-176,-2,-1354
-176,-1,-1403
-176,0,-1388
-176,1,-1327
-176,2,-1850
-176,3,-1166
-176,4,-923
-176,5,-864
-176,6,-826
-176,7,-715
-176,8,-897
-176,9,-1255
-176,10,-408
-176,11,-1121
-176,12,-1154
-176,13,-205
-176,14,-310
-176,15,-109
-176,16,-610
-176,17,-66
-176,18,280
-176,19,323
-176,20,364
-176,21,522
-176,22,636
-176,23,833
-176,24,1139
-176,25,949
-176,26,1123
-176,27,1379
-176,28,1261
-176,29,1150
-176,30,1363
-176,31,1423
-176,32,1367
-176,33,1385
-176,34,1782
-176,35,1223
-176,36,874
-176,37,917
-176,38,893
-176,39,811
-176,40,892
-176,41,1261
-176,42,1715
-176,43,1730
-176,44,1620
-176,45,1536
-176,46,1361
-176,47,1368
-176,48,1242
-176,49,1321
-176,50,1371
-176,51,1399
-176,52,1221
-176,53,667
-176,54,1722
-176,55,1583
-176,56,1354
-176,57,1527
-176,58,1201
-176,59,1201
-176,60,1220
-176,61,1428
-176,62,1266
-176,63,1247
-176,64,1241
-176,65,1302
-176,66,1425
-176,67,1291
-176,68,1177
-176,69,1213
-176,70,1210
-176,71,1199
-176,72,956
-176,73,1234
-176,74,1527
-176,75,1943
-176,76,1923
-176,77,1584
-176,78,1660
-176,79,1893
-176,80,1660
-176,81,1821
-176,82,2009
-176,83,2317
-176,84,1965
-176,85,2021
-176,86,3764
-176,87,4578
-176,88,4666
-176,89,4382
-176,90,4014
-175,-89,-1973
-175,-88,-2340
-175,-87,-2422
-175,-86,-2892
-175,-85,-3191
-175,-84,-3533
-175,-83,-3686
-175,-82,-3274
-175,-81,-3167
-175,-80,-3356
-175,-79,-3888
-175,-78,-4592
-175,-77,-4803
-175,-76,-4809
-175,-75,-4801
-175,-74,-4797
-175,-73,-4755
-175,-72,-4772
-175,-71,-4772
-175,-70,-4733
-175,-69,-4739
-175,-68,-4780
-175,-67,-4785
-175,-66,-4790
-175,-65,-4738
-175,-64,-4704
-175,-63,-4729
-175,-62,-4688
-175,-61,-4670
-175,-60,-4683
-175,-59,-4665
-175,-58,-4661
-175,-57,-4645
-175,-56,-4605
-175,-55,-4562
-175,-54,-4560
-175,-53,-4509
-175,-52,-4512
-175,-51,-4470
-175,-50,-4401
-175,-49,-4260
-175,-48,-4234
-175,-47,-4233
-175,-46,-4216
-175,-45,-4203
-175,-44,-4148
-175,-43,-4078
-175,-42,-3903
-175,-41,-3797
-175,-40,-3791
-175,-39,-4246
-175,-38,-2965
-175,-37,-2626
-175,-36,-2293
-175,-35,-2191
-175,-34,-2425
-175,-33,-2740
-175,-32,-2144
-175,-31,-2163
-175,-30,-2258
-175,-29,-2446
-175,-28,-2378
-175,-27,-2422
-175,-26,-2408
-175,-25,-2178
-175,-24,-2081
-175,-23,-2070
-175,-22,-1959
-175,-21,-1872
-175,-20,-1730
-175,-19,-1997
-175,-18,-1662
-175,-17,-1520
-175,-16,-1896
-175,-15,-1204
-175,-14,-1378
-175,-13,-1530
-175,-12,-1317
-175,-11,-1347
-175,-10,-1370
-175,-9,-1093
-175,-8,-1103
-175,-7,-1179
-175,-6,-1187
-175,-5,-965
-175,-4,-1227
-175,-3,-1217
-175,-2,-1286
-175,-1,-1330
-175,0,-1150
-175,1,-1129
-175,2,-1136
-175,3,-1044
-175,4,-824
-175,5,-742
-175,6,-719
-175,7,-604
-175,8,-693
-175,9,-729
-175,10,-643
-175,11,-367
-175,12,-132
-175,13,-116
-175,14,-230
-175,15,-199
-175,16,-8
-175,17,167
-175,18,266
-175,19,374
-175,20,381
